Date,Open,High,Low,Close,Volume
20221209 10:00:00 America/New_York,166.79,166.79,166.79,166.79,0
20221209 11:00:00 America/New_York,166.0,166.0,165.99,166.0,200
20221209 12:00:00 America/New_York,166.0,166.0,166.0,166.0,500
20221209 13:00:00 America/New_York,165.63,165.63,165.62,165.63,200
20221209 14:00:00 America/New_York,165.63,165.63,165.63,165.63,0
20221209 15:00:00 America/New_York,165.26,165.26,164.47,164.47,1400
20221212 09:30:00 America/New_York,163.94,164.15,163.94,164.14,579
20221212 10:00:00 America/New_York,163.82,164.16,163.82,164.16,540
20221212 11:00:00 America/New_York,164.16,164.16,164.16,164.16,0
20221212 12:00:00 America/New_York,164.09,164.09,163.82,163.83,1220
20221212 13:00:00 America/New_York,163.46,163.66,163.46,163.66,6110
20221212 14:00:00 America/New_York,163.89,163.89,163.88,163.89,1208
20221212 15:00:00 America/New_York,164.68,164.68,164.68,164.68,907
20221213 09:30:00 America/New_York,170.06,170.25,168.61,170.24,2052
20221213 10:00:00 America/New_York,169.78,169.97,168.45,168.48,1654
20221213 11:00:00 America/New_York,168.79,168.79,167.66,167.66,700
20221213 12:00:00 America/New_York,167.51,167.51,166.95,167.36,750
20221213 13:00:00 America/New_York,167.47,168.49,167.36,168.14,1173
20221213 14:00:00 America/New_York,168.39,168.96,168.05,168.15,1000
20221213 15:00:00 America/New_York,167.87,168.37,167.5,167.56,4067
20221214 09:30:00 America/New_York,166.91,167.67,166.66,167.67,1390
20221214 10:00:00 America/New_York,168.98,169.1,168.98,169.1,700
20221214 11:00:00 America/New_York,169.59,169.59,169.59,169.59,300
20221214 12:00:00 America/New_York,168.93,169.07,168.92,168.92,665
20221214 13:00:00 America/New_York,169.06,170.0,168.99,169.97,568
20221214 14:00:00 America/New_York,169.85,169.85,166.76,167.46,788
20221214 15:00:00 America/New_York,170.09,170.09,168.09,168.53,500
20221215 09:30:00 America/New_York,167.56,167.69,167.21,167.46,2024
20221215 10:00:00 America/New_York,166.41,166.41,166.0,166.0,450
20221215 11:00:00 America/New_York,165.85,165.9,165.72,165.72,13077
20221215 12:00:00 America/New_York,165.6,165.6,165.0,165.0,546
20221215 13:00:00 America/New_York,164.89,165.19,164.83,165.19,1638
20221215 14:00:00 America/New_York,165.09,165.66,165.09,165.65,431
20221215 15:00:00 America/New_York,165.67,165.77,165.51,165.51,600
20221216 09:30:00 America/New_York,165.06,165.12,165.06,165.12,254
20221216 10:00:00 America/New_York,163.83,163.83,163.23,163.23,200
20221216 11:00:00 America/New_York,163.39,163.94,163.39,163.75,1940
20221216 12:00:00 America/New_York,163.5,163.6,163.5,163.6,842
20221216 13:00:00 America/New_York,163.3,163.31,163.3,163.3,260
20221216 14:00:00 America/New_York,163.3,163.3,163.3,163.3,0
20221216 15:00:00 America/New_York,164.31,164.42,164.12,164.34,892
20221219 09:30:00 America/New_York,161.65,162.21,160.56,160.56,18672
20221219 10:00:00 America/New_York,161.51,161.92,161.51,161.92,863
20221219 11:00:00 America/New_York,161.84,161.84,161.33,161.33,850
20221219 12:00:00 America/New_York,161.33,161.33,161.33,161.33,120
20221219 13:00:00 America/New_York,161.33,161.33,161.33,161.33,0
20221219 14:00:00 America/New_York,160.34,160.34,160.33,160.34,200
20221219 15:00:00 America/New_York,160.05,160.18,160.05,160.18,200
20221220 09:30:00 America/New_York,159.47,160.0,159.32,159.32,1399
20221220 10:00:00 America/New_York,161.3,161.65,161.3,161.59,5015
20221220 11:00:00 America/New_York,161.47,161.5,161.0,161.5,958
20221220 12:00:00 America/New_York,161.98,161.99,161.88,161.89,315
20221220 13:00:00 America/New_York,162.59,162.63,162.59,162.63,400
20221220 14:00:00 America/New_York,162.72,162.72,162.54,162.55,323
20221220 15:00:00 America/New_York,162.5,162.5,162.12,162.15,2384
20221221 09:30:00 America/New_York,163.05,163.05,161.98,163.0,1512
20221221 10:00:00 America/New_York,163.13,164.57,163.13,164.57,506
20221221 11:00:00 America/New_York,164.87,164.88,164.54,164.55,4544
20221221 12:00:00 America/New_York,164.56,164.57,164.05,164.05,2497
20221221 13:00:00 America/New_York,164.25,164.43,164.0,164.4,15427
20221221 14:00:00 America/New_York,164.37,164.7,164.05,164.1,3495
20221221 15:00:00 America/New_York,163.98,164.17,163.53,164.17,2910
20221222 09:30:00 America/New_York,163.08,163.08,163.08,163.08,101
20221222 10:00:00 America/New_York,162.61,163.16,162.6,163.01,799
20221222 11:00:00 America/New_York,163.36,163.43,163.29,163.3,1989
20221222 12:00:00 America/New_York,163.3,163.3,163.3,163.3,0
20221222 13:00:00 America/New_York,162.05,162.43,162.05,162.43,200
20221222 14:00:00 America/New_York,162.72,163.16,162.68,163.16,1097
20221222 15:00:00 America/New_York,163.64,164.44,163.64,164.44,2000
20221223 09:30:00 America/New_York,164.57,164.57,162.69,162.7,835
20221223 10:00:00 America/New_York,162.8,162.86,162.57,162.58,600
20221223 11:00:00 America/New_York,162.32,162.36,162.32,162.36,300
20221223 12:00:00 America/New_York,162.36,162.36,162.36,162.36,0
20221223 13:00:00 America/New_York,162.06,162.06,162.05,162.06,400
20221223 14:00:00 America/New_York,162.06,162.06,161.94,162.02,408
20221223 15:00:00 America/New_York,161.73,162.06,161.73,162.06,245
20221227 09:30:00 America/New_York,160.1,160.1,160.02,160.02,200
20221227 10:00:00 America/New_York,160.21,160.55,160.2,160.22,1887
20221227 11:00:00 America/New_York,160.25,160.25,159.97,159.98,475
20221227 12:00:00 America/New_York,159.9,159.9,159.89,159.9,150
20221227 13:00:00 America/New_York,159.22,159.23,158.76,158.77,788
20221227 14:00:00 America/New_York,158.86,158.86,158.59,158.71,710
20221227 15:00:00 America/New_York,158.82,158.98,158.79,158.84,1556
20221228 09:30:00 America/New_York,159.29,159.29,158.9,158.9,582
20221228 10:00:00 America/New_York,158.87,158.87,158.87,158.87,200
20221228 11:00:00 America/New_York,157.83,157.9,157.48,157.49,1281
20221228 12:00:00 America/New_York,157.31,157.31,157.31,157.31,287
20221228 13:00:00 America/New_York,157.91,157.91,157.76,157.77,230
20221228 14:00:00 America/New_York,157.71,157.77,157.63,157.64,666
20221228 15:00:00 America/New_York,157.51,157.7,157.4,157.4,2039
20221229 09:30:00 America/New_York,158.87,159.93,158.87,159.93,412
20221229 10:00:00 America/New_York,159.99,160.23,159.87,160.13,471
20221229 11:00:00 America/New_York,160.62,161.15,160.5,161.15,6073
20221229 12:00:00 America/New_York,161.15,161.15,161.15,161.15,0
20221229 13:00:00 America/New_York,161.13,161.28,161.13,161.28,1670
20221229 14:00:00 America/New_York,161.37,161.38,160.85,160.86,831
20221229 15:00:00 America/New_York,160.61,160.61,160.38,160.38,829
20221230 09:30:00 America/New_York,159.46,159.49,159.05,159.17,1694
20221230 10:00:00 America/New_York,158.71,158.71,158.71,158.71,650
20221230 11:00:00 America/New_York,158.36,158.37,158.01,158.02,616
20221230 12:00:00 America/New_York,158.1,158.1,158.1,158.1,713
20221230 13:00:00 America/New_York,157.86,157.9,157.48,157.9,5525
20221230 14:00:00 America/New_York,158.06,158.15,158.05,158.14,400
20221230 15:00:00 America/New_York,159.19,159.88,159.05,159.88,1520
20230103 09:30:00 America/New_York,160.63,160.63,160.0,160.25,1509
20230103 10:00:00 America/New_York,160.26,160.27,160.26,160.26,124
20230103 11:00:00 America/New_York,160.26,160.26,160.26,160.26,0
20230103 12:00:00 America/New_York,158.34,158.35,158.34,158.34,170
20230103 13:00:00 America/New_York,158.55,158.85,158.22,158.75,572
20230103 14:00:00 America/New_York,159.0,159.0,159.0,159.0,109
20230103 15:00:00 America/New_York,158.72,158.75,158.72,158.75,264
20230104 11:00:00 America/New_York,160.44,160.57,160.44,160.57,25100
20230104 12:00:00 America/New_York,160.57,160.57,160.57,160.57,0
20230104 13:00:00 America/New_York,160.79,160.99,160.79,160.99,664
20230104 14:00:00 America/New_York,160.57,160.57,160.43,160.43,502
20230104 15:00:00 America/New_York,160.26,160.26,160.25,160.26,300
20230105 10:00:00 America/New_York,160.0,160.39,160.0,160.39,490
20230105 11:00:00 America/New_York,160.39,160.39,160.39,160.39,0
20230105 12:00:00 America/New_York,160.16,160.34,160.07,160.34,420
20230105 13:00:00 America/New_York,161.18,161.18,161.17,161.18,116
20230105 14:00:00 America/New_York,161.18,161.18,161.18,161.18,0
20230105 15:00:00 America/New_York,160.83,160.83,160.44,160.44,1016
20230106 09:30:00 America/New_York,160.9,160.91,159.38,159.78,2891
20230106 10:00:00 America/New_York,160.46,160.69,160.45,160.69,1290
20230106 11:00:00 America/New_York,161.91,162.49,161.77,162.49,900
20230106 12:00:00 America/New_York,162.53,162.53,161.8,162.2,1759
20230106 13:00:00 America/New_York,162.24,162.24,162.23,162.24,100
20230106 14:00:00 America/New_York,162.16,163.64,162.16,163.64,3699
20230106 15:00:00 America/New_York,163.54,163.54,162.27,162.4,6844
20230109 09:30:00 America/New_York,162.26,162.8,161.52,161.52,825
20230109 10:00:00 America/New_York,161.73,162.75,161.7,162.75,1317
20230109 11:00:00 America/New_York,162.99,163.0,162.46,162.46,2508
20230109 12:00:00 America/New_York,162.46,162.46,162.46,162.46,680
20230109 13:00:00 America/New_York,162.33,162.64,162.24,162.57,9624
20230109 14:00:00 America/New_York,162.57,162.57,162.57,162.57,0
20230109 15:00:00 America/New_York,161.73,161.73,161.32,161.32,877
20230110 09:30:00 America/New_York,160.72,160.72,160.72,160.72,101
20230110 10:00:00 America/New_York,164.76,164.76,164.2,164.49,1390
20230110 11:00:00 America/New_York,164.67,164.73,163.96,163.96,3854
20230110 12:00:00 America/New_York,163.84,164.0,163.83,163.83,1425
20230110 13:00:00 America/New_York,164.19,164.27,164.18,164.27,988
20230110 14:00:00 America/New_York,164.61,164.83,164.6,164.83,200
20230110 15:00:00 America/New_York,164.63,165.0,164.62,164.97,2500
20230111 09:30:00 America/New_York,165.33,165.64,164.79,165.64,968
20230111 10:00:00 America/New_York,165.91,166.28,165.84,165.85,700
20230111 11:00:00 America/New_York,165.72,165.73,165.25,165.26,1925
20230111 12:00:00 America/New_York,165.2,165.2,165.15,165.18,325
20230111 13:00:00 America/New_York,166.29,166.4,166.16,166.16,500
20230111 14:00:00 America/New_York,166.9,166.9,166.84,166.86,900
20230111 15:00:00 America/New_York,166.44,167.18,166.44,167.18,1201
20230112 09:30:00 America/New_York,166.67,166.67,163.87,163.88,580
20230112 10:00:00 America/New_York,165.17,165.45,165.17,165.23,669
20230112 11:00:00 America/New_York,165.74,165.74,165.74,165.74,100
20230112 12:00:00 America/New_York,165.74,165.74,165.74,165.74,0
20230112 13:00:00 America/New_York,167.14,167.14,166.23,166.24,200
20230112 14:00:00 America/New_York,166.97,166.98,166.97,166.97,130
20230112 15:00:00 America/New_York,166.62,166.97,166.45,166.97,804
20230113 09:30:00 America/New_York,166.12,168.12,166.12,167.78,358
20230113 10:00:00 America/New_York,167.77,167.85,167.76,167.84,3106
20230113 11:00:00 America/New_York,168.11,168.12,168.0,168.04,3809
20230113 12:00:00 America/New_York,167.64,167.64,167.63,167.64,112
20230113 13:00:00 America/New_York,167.5,167.51,167.5,167.5,100
20230113 14:00:00 America/New_York,167.52,167.52,167.52,167.52,100
20230113 15:00:00 America/New_York,167.81,168.17,167.81,168.13,400
20230117 09:30:00 America/New_York,167.52,168.05,167.52,168.04,343
20230117 10:00:00 America/New_York,168.4,168.4,168.4,168.4,693
20230117 11:00:00 America/New_York,168.46,168.46,168.46,168.46,100
20230117 12:00:00 America/New_York,168.46,168.46,168.46,168.46,0
20230117 13:00:00 America/New_York,168.52,168.52,168.28,168.41,843
20230117 14:00:00 America/New_York,168.35,168.36,168.35,168.35,170
20230117 15:00:00 America/New_York,168.44,168.44,168.16,168.19,2444
20230118 09:30:00 America/New_York,169.27,169.27,169.27,169.27,311
20230118 10:00:00 America/New_York,169.27,169.27,169.27,169.27,0
20230118 11:00:00 America/New_York,168.46,168.46,167.76,167.76,370
20230118 12:00:00 America/New_York,167.78,167.9,167.77,167.9,302
20230118 13:00:00 America/New_York,167.83,168.21,167.83,168.21,1007
20230118 14:00:00 America/New_York,168.21,168.21,168.21,168.21,0
20230118 15:00:00 America/New_York,167.2,167.2,167.1,167.1,3500
20230119 09:30:00 America/New_York,166.01,166.01,166.01,166.01,402
20230119 10:00:00 America/New_York,165.34,165.34,165.19,165.19,430
20230119 11:00:00 America/New_York,165.53,165.75,165.53,165.75,12059
20230119 12:00:00 America/New_York,165.75,165.75,165.75,165.75,0
20230119 13:00:00 America/New_York,165.89,165.98,165.89,165.98,532
20230119 14:00:00 America/New_York,166.55,166.55,166.54,166.55,136
20230119 15:00:00 America/New_York,166.37,166.37,165.9,165.9,1142
20230120 09:30:00 America/New_York,166.22,166.22,165.99,165.99,675
20230120 10:00:00 America/New_York,165.99,165.99,165.99,165.99,0
20230120 11:00:00 America/New_York,166.22,166.23,165.79,165.88,1453
20230120 12:00:00 America/New_York,165.88,165.88,165.88,165.88,0
20230120 13:00:00 America/New_York,165.49,165.93,165.49,165.93,1644
20230120 14:00:00 America/New_York,165.93,165.93,165.93,165.93,0
20230120 15:00:00 America/New_York,167.34,167.34,167.17,167.31,666
20230123 09:30:00 America/New_York,167.76,167.78,167.36,167.41,1937
20230123 10:00:00 America/New_York,168.95,168.95,168.66,168.75,1800
20230123 11:00:00 America/New_York,168.5,168.75,168.49,168.73,600
20230123 12:00:00 America/New_York,168.45,169.05,168.44,169.05,1860
20230123 13:00:00 America/New_York,169.05,169.05,169.05,169.05,0
20230123 14:00:00 America/New_York,169.34,169.34,169.34,169.34,100
20230123 15:00:00 America/New_York,169.47,169.47,169.47,169.47,220
20230124 09:30:00 America/New_York,168.82,168.83,168.11,168.42,600
20230124 10:00:00 America/New_York,168.34,168.91,168.34,168.91,1000
20230124 11:00:00 America/New_York,168.89,168.89,168.58,168.59,325
20230124 12:00:00 America/New_York,168.8,168.81,168.8,168.8,119
20230124 13:00:00 America/New_York,168.69,168.8,168.69,168.8,536
20230124 14:00:00 America/New_York,168.8,168.8,168.8,168.8,0
20230124 15:00:00 America/New_York,168.7,168.71,168.7,168.7,680
20230125 09:30:00 America/New_York,167.69,167.69,167.69,167.69,148
20230125 10:00:00 America/New_York,167.31,167.31,166.86,166.86,1825
20230125 11:00:00 America/New_York,166.74,167.35,166.74,167.35,101781
20230125 12:00:00 America/New_York,167.36,167.36,167.35,167.36,418
20230125 13:00:00 America/New_York,167.65,167.66,167.65,167.65,359
20230125 14:00:00 America/New_York,167.66,167.8,167.66,167.8,589
20230125 15:00:00 America/New_York,167.99,168.21,167.93,168.21,1106
20230126 09:30:00 America/New_York,169.66,169.66,168.52,168.53,9472
20230126 10:00:00 America/New_York,168.93,168.93,168.93,168.93,400
20230126 11:00:00 America/New_York,167.64,167.74,167.27,167.27,8425
20230126 12:00:00 America/New_York,167.89,167.89,167.88,167.89,342
20230126 13:00:00 America/New_York,167.83,167.83,167.82,167.83,249
20230126 14:00:00 America/New_York,168.08,168.21,168.08,168.21,1791
20230126 15:00:00 America/New_York,168.41,168.6,168.41,168.6,331
20230127 09:30:00 America/New_York,168.49,168.54,168.49,168.53,400
20230127 10:00:00 America/New_York,169.16,169.17,168.56,168.56,369
20230127 11:00:00 America/New_York,168.56,168.62,168.56,168.62,744
20230127 12:00:00 America/New_York,168.8,168.8,168.8,168.8,200
20230127 13:00:00 America/New_York,168.89,168.98,168.89,168.98,400
20230127 14:00:00 America/New_York,169.13,169.13,169.11,169.12,300
20230127 15:00:00 America/New_York,169.5,169.5,169.09,169.09,431
20230130 09:30:00 America/New_York,168.16,168.16,167.65,167.73,563
20230130 10:00:00 America/New_York,167.97,167.97,167.33,167.34,771
20230130 11:00:00 America/New_York,167.34,167.34,167.34,167.34,0
20230130 12:00:00 America/New_York,166.64,166.64,166.64,166.64,100
20230130 13:00:00 America/New_York,166.49,166.5,166.49,166.49,128
20230130 14:00:00 America/New_York,165.8,165.84,165.8,165.84,584
20230130 15:00:00 America/New_York,166.14,166.14,165.98,165.98,300
20230131 09:30:00 America/New_York,167.1,167.1,166.22,166.48,600
20230131 10:00:00 America/New_York,166.96,167.03,166.96,167.03,240
20230131 11:00:00 America/New_York,167.03,167.03,167.03,167.03,0
20230131 12:00:00 America/New_York,167.03,167.03,167.03,167.03,0
20230131 13:00:00 America/New_York,167.03,167.03,167.03,167.03,0
20230131 14:00:00 America/New_York,167.35,167.35,167.27,167.27,430
20230131 15:00:00 America/New_York,167.01,167.75,167.0,167.75,275
20230201 09:30:00 America/New_York,167.83,167.83,167.29,167.29,785
20230201 10:00:00 America/New_York,166.51,166.63,166.08,166.08,2192
20230201 11:00:00 America/New_York,165.89,165.89,165.51,165.51,256
20230201 12:00:00 America/New_York,164.91,165.0,164.91,164.91,751
20230201 13:00:00 America/New_York,165.19,165.2,165.19,165.19,100
20230201 14:00:00 America/New_York,165.3,165.75,165.13,165.75,774
20230201 15:00:00 America/New_York,166.94,168.29,166.94,167.54,2701
20230202 09:30:00 America/New_York,168.24,168.29,167.06,167.09,2150
20230202 10:00:00 America/New_York,167.09,167.09,167.09,167.09,0
20230202 11:00:00 America/New_York,167.91,168.1,167.87,168.1,1850
20230202 12:00:00 America/New_York,167.81,167.81,167.8,167.81,184
20230202 13:00:00 America/New_York,168.12,168.24,168.12,168.23,1400
20230202 14:00:00 America/New_York,167.72,167.72,167.05,167.1,3376
20230202 15:00:00 America/New_York,167.13,167.67,167.13,167.58,1208
20230203 09:30:00 America/New_York,167.65,169.0,167.65,168.3,2002
20230203 10:00:00 America/New_York,167.24,167.97,167.23,167.9,1920
20230203 11:00:00 America/New_York,168.34,168.41,167.78,167.84,2614
20230203 12:00:00 America/New_York,168.2,168.62,168.2,168.49,600
20230203 13:00:00 America/New_York,167.74,167.74,167.54,167.54,900
20230203 14:00:00 America/New_York,167.13,167.43,167.13,167.33,911
20230203 15:00:00 America/New_York,167.51,167.53,167.22,167.37,2143
20230206 09:30:00 America/New_York,166.48,166.92,165.89,166.91,793
20230206 10:00:00 America/New_York,167.34,167.34,167.32,167.33,535
20230206 11:00:00 America/New_York,167.61,167.62,167.61,167.61,200
20230206 12:00:00 America/New_York,167.21,167.21,167.0,167.11,819
20230206 13:00:00 America/New_York,167.11,167.11,167.11,167.11,0
20230206 14:00:00 America/New_York,167.11,167.11,167.11,167.11,0
20230206 15:00:00 America/New_York,166.07,166.07,165.86,165.86,2684
20230207 09:30:00 America/New_York,165.17,165.21,165.17,165.21,350
20230207 10:00:00 America/New_York,164.84,165.08,164.83,165.08,300
20230207 11:00:00 America/New_York,165.08,165.08,165.08,165.08,0
20230207 12:00:00 America/New_York,165.25,165.26,165.06,165.07,300
20230207 13:00:00 America/New_York,165.88,165.88,165.88,165.88,200
20230207 14:00:00 America/New_York,165.79,165.9,165.79,165.89,297
20230207 15:00:00 America/New_York,166.3,167.51,166.3,167.51,415
20230208 09:30:00 America/New_York,166.66,166.66,166.66,166.66,553
20230208 10:00:00 America/New_York,166.66,166.66,166.66,166.66,0
20230208 11:00:00 America/New_York,165.0,165.0,165.0,165.0,408
20230208 12:00:00 America/New_York,164.91,164.91,164.91,164.91,1909
20230208 13:00:00 America/New_York,164.91,164.91,164.91,164.91,0
20230208 14:00:00 America/New_York,164.74,164.85,164.67,164.85,698
20230208 15:00:00 America/New_York,164.13,164.22,164.13,164.21,617
20230209 09:30:00 America/New_York,165.31,165.31,165.31,165.31,124
20230209 10:00:00 America/New_York,165.13,165.13,165.13,165.13,123
20230209 11:00:00 America/New_York,164.51,164.57,164.5,164.54,1097
20230209 12:00:00 America/New_York,164.77,164.77,164.77,164.77,100
20230209 13:00:00 America/New_York,164.77,164.77,164.77,164.77,0
20230209 14:00:00 America/New_York,163.21,163.35,163.2,163.35,352
20230209 15:00:00 America/New_York,162.44,162.87,162.44,162.86,880
20230210 09:30:00 America/New_York,162.24,162.25,162.24,162.24,215
20230210 10:00:00 America/New_York,162.2,162.21,162.2,162.2,100
20230210 11:00:00 America/New_York,162.2,162.2,162.2,162.2,0
20230210 12:00:00 America/New_York,162.37,162.37,162.37,162.37,100
20230210 13:00:00 America/New_York,162.82,162.82,162.57,162.57,300
20230210 14:00:00 America/New_York,162.67,162.75,162.67,162.75,200
20230210 15:00:00 America/New_York,163.06,163.06,162.69,162.69,11554
20230213 09:30:00 America/New_York,162.62,163.37,162.6,163.37,765
20230213 10:00:00 America/New_York,163.37,163.37,163.37,163.37,0
20230213 11:00:00 America/New_York,164.59,164.71,164.55,164.71,300
20230213 12:00:00 America/New_York,165.11,165.12,165.11,165.12,930
20230213 13:00:00 America/New_York,165.12,165.12,165.12,165.12,0
20230213 14:00:00 America/New_York,165.12,165.12,165.12,165.12,0
20230213 15:00:00 America/New_York,165.03,165.4,165.03,165.35,505
20230214 09:30:00 America/New_York,165.23,165.23,164.6,164.6,206
20230214 10:00:00 America/New_York,164.6,164.6,164.6,164.6,0
20230214 11:00:00 America/New_York,164.6,164.6,164.6,164.6,0
20230214 12:00:00 America/New_York,163.74,163.99,163.73,163.99,300
20230214 13:00:00 America/New_York,164.78,164.78,164.78,164.78,200
20230214 14:00:00 America/New_York,165.2,165.2,165.2,165.2,744
20230214 15:00:00 America/New_York,164.87,165.24,164.87,165.06,637
20230215 09:30:00 America/New_York,163.61,163.61,163.27,163.43,1180
20230215 10:00:00 America/New_York,163.43,163.43,163.43,163.43,0
20230215 11:00:00 America/New_York,163.6,164.1,163.6,164.1,10347
20230215 12:00:00 America/New_York,163.46,163.46,163.46,163.46,135
20230215 13:00:00 America/New_York,163.46,163.46,163.46,163.46,0
20230215 14:00:00 America/New_York,164.42,164.42,164.07,164.08,651
20230215 15:00:00 America/New_York,164.15,164.67,164.12,164.67,1059
20230216 09:30:00 America/New_York,163.22,163.62,163.22,163.62,1782
20230216 10:00:00 America/New_York,163.62,163.62,163.62,163.62,0
20230216 11:00:00 America/New_York,163.88,163.88,163.87,163.88,261
20230216 12:00:00 America/New_York,163.88,163.88,163.88,163.88,0
20230216 13:00:00 America/New_York,163.88,163.88,163.88,163.88,0
20230216 14:00:00 America/New_York,164.4,164.41,164.4,164.4,131
20230216 15:00:00 America/New_York,164.19,164.23,162.95,162.97,1296
20230217 09:30:00 America/New_York,162.0,162.0,162.0,162.0,100
20230217 10:00:00 America/New_York,162.7,162.7,162.69,162.7,160
20230217 11:00:00 America/New_York,162.25,162.25,162.19,162.19,722
20230217 12:00:00 America/New_York,162.35,162.35,162.35,162.35,185
20230217 13:00:00 America/New_York,162.4,162.4,162.39,162.4,201
20230217 14:00:00 America/New_York,162.4,162.4,162.4,162.4,0
20230217 15:00:00 America/New_York,162.4,162.4,162.4,162.4,0
20230221 09:30:00 America/New_York,161.63,162.03,161.63,161.99,339
20230221 10:00:00 America/New_York,161.6,161.6,161.51,161.52,712
20230221 11:00:00 America/New_York,161.52,161.52,161.52,161.52,0
20230221 12:00:00 America/New_York,160.68,160.69,160.68,160.68,100
20230221 13:00:00 America/New_York,160.68,160.68,160.68,160.68,0
20230221 14:00:00 America/New_York,160.68,160.68,160.68,160.68,0
20230221 15:00:00 America/New_York,160.68,160.68,160.68,160.68,0
20230222 09:30:00 America/New_York,159.57,159.57,158.87,158.88,312
20230222 10:00:00 America/New_York,158.17,158.17,158.16,158.17,200
20230222 11:00:00 America/New_York,158.06,158.07,157.97,157.97,596
20230222 12:00:00 America/New_York,157.98,158.79,157.98,158.79,400
20230222 13:00:00 America/New_York,159.16,159.47,159.16,159.25,700
20230222 14:00:00 America/New_York,159.23,159.23,158.79,158.79,457
20230222 15:00:00 America/New_York,158.79,158.79,158.79,158.79,0
20230223 12:00:00 America/New_York,156.6,156.6,156.59,156.59,900
20230223 13:00:00 America/New_York,156.77,156.77,156.76,156.77,100
20230223 14:00:00 America/New_York,157.1,157.1,157.1,157.1,301
20230223 15:00:00 America/New_York,158.12,158.13,158.12,158.13,525
20230224 09:30:00 America/New_York,156.18,156.55,155.5,155.85,1787
20230224 10:00:00 America/New_York,155.58,155.58,155.58,155.58,144
20230224 11:00:00 America/New_York,155.61,156.08,155.61,156.08,346
20230224 12:00:00 America/New_York,155.38,155.38,155.0,155.0,323
20230224 13:00:00 America/New_York,154.99,154.99,154.97,154.98,200
20230224 14:00:00 America/New_York,155.38,155.85,155.37,155.85,220
20230224 15:00:00 America/New_York,155.6,155.6,155.16,155.16,280
20230227 09:30:00 America/New_York,156.58,157.23,156.58,157.0,3480
20230227 10:00:00 America/New_York,157.2,157.65,156.99,156.99,1541
20230227 11:00:00 America/New_York,156.99,156.99,156.99,156.99,0
20230227 12:00:00 America/New_York,156.57,156.58,156.42,156.42,451
20230227 13:00:00 America/New_York,156.61,156.61,156.55,156.56,200
20230227 14:00:00 America/New_York,156.7,156.7,156.39,156.42,2143
20230227 15:00:00 America/New_York,156.36,156.36,156.11,156.11,1362
20230228 09:30:00 America/New_York,156.03,156.2,156.03,156.2,1189
20230228 10:00:00 America/New_York,156.2,156.2,156.2,156.2,0
20230228 11:00:00 America/New_York,156.03,156.1,156.0,156.09,1576
20230228 12:00:00 America/New_York,156.19,156.19,156.19,156.19,100
20230228 13:00:00 America/New_York,156.78,156.89,156.77,156.78,300
20230228 14:00:00 America/New_York,156.53,156.65,156.52,156.65,200
20230228 15:00:00 America/New_York,156.57,156.76,156.27,156.76,1056
20230301 09:30:00 America/New_York,156.94,157.1,156.94,156.97,604
